key,base_cer,dom_cer,delta,has_digit,ref,base_hyp,dom_hyp
AIHub_LowQualityPhoneVoice_valid__00358,0.0,0.0,0.0,False,기본 국어 영어 수학 과학,기본 국어 영어 수학 과학,기본 국어 영어 수학 과학
AIHub_LowQualityPhoneVoice_valid__00369,7.6923076923076925,0.0,-7.6923076923076925,False,아 네 수고하십니다 저 뭐 좀 여쭤보고 싶은데요,아 네 수고하셨습니다 저 뭐 좀 여쭤보고 싶은데요,아 네 수고하십니다 저 뭐 좀 여쭤보고 싶은데요
AIHub_LowQualityPhoneVoice_valid__00376,0.0,0.0,0.0,False,네 수고하세요,네 수고하세요,네 수고하세요
AIHub_LowQualityPhoneVoice_valid__00380,44.44444444444444,16.666666666666664,-27.77777777777778,False,아 그 파이널 교재 신청하신 거요,아 그 많이 하신 거에요,아 그 파이널 위를 신청하신 거예요
AIHub_LowQualityPhoneVoice_valid__00383,30.0,25.0,-5.0,False,그 파이널 말고 마지막이다로 알았는데,에 파이널 말고 마지롱이다 말고는,그 파이널 말고 마지막이다 말하면은
AIHub_LowQualityPhoneVoice_valid__00386,63.63636363636363,9.090909090909092,-54.54545454545454,False,쌤 무슨 사정 때문에,어 요즘 서장 땜에,네 무슨 사정 때문에
AIHub_LowQualityPhoneVoice_valid__00401,32.0,28.000000000000004,-3.9999999999999964,False,그렇죠 네 그게 아예 다 내려갔어요 공지자체가,저 네 그게 아예 다 내려가세요 공지사는,그쵸 네 그게 아예 다 내려가세요 공지사항
AIHub_LowQualityPhoneVoice_valid__00416,58.333333333333336,0.0,-58.333333333333336,False,네 교재 캐시요 어머니,근데 조직해 주요 어머니,네 교재 캐시요 어머니
AIHub_LowQualityPhoneVoice_valid__00430,8.0,0.0,-8.0,False,네 이렇게 전화로 이렇게 상담해도 되는 건가요,네 이렇게 전화로 이렇게 상담회도 뵙는 건가요,네 이렇게 전화로 이렇게 상담해도 되는 건가요
AIHub_LowQualityPhoneVoice_valid__00431,6.521739130434782,4.3478260869565215,-2.1739130434782608,False,유선상으로 상담은 가능하세요 일단 저희 쪽으로 예 그 예약을 접수를 하시면은 선생님,유산상으로 상담은 가능하세요 일단 저희 쪽으로 그 예약을 접수를 하시면은 선생님,유선상으로 상담은 가능하세요 일단 저희 쪽으로 그 예약을 접수를 하시면은 선생님
AIHub_LowQualityPhoneVoice_valid__00432,2.941176470588235,2.941176470588235,0.0,False,휴대폰으로 연락을 주실 거고 유선상으로 상담받으실 수 있으세요,휴대폰으로 연락을 주실 거고 유선상으로 상 받으실 수 있으세요,휴대폰으로 연락을 주실 거고 유선상으로 상담 받으실 수 있으세요
AIHub_LowQualityPhoneVoice_valid__00433,0.0,35.714285714285715,35.714285714285715,False,혹시 무상인가요 유상인가요,혹시 무상인가요 유상인가요,혹시 유 삼인가요 유 삼인가요
AIHub_LowQualityPhoneVoice_valid__00434,17.857142857142858,14.285714285714285,-3.571428571428573,False,아 아 네 금액은 별도로 지불하지 않으셔도 되는데요,아 아 네 금액은 별도로 불하지 않으셔도 됩니다,아 아 네 금액은 별도로 지불하지 않으셔도 됩니다
AIHub_LowQualityPhoneVoice_valid__00466,9.090909090909092,3.0303030303030303,-6.060606060606061,False,일단은 그러시면 이 부분 제가 확인하고 다시 연락드릴 거구요,한 번은 그러시면 이 부분 제가 확인하고 다시 연락드릴 거구요,일단은 그러시면 이 부분 제가 확인하고 다시 연락드릴 거고요
AIHub_LowQualityPhoneVoice_valid__00471,11.76470588235294,0.0,-11.76470588235294,False,어 저희가 너무 죄송하게도 지금,어 저거 너무 죄송하게도 지금,어 저희가 너무 죄송하게도 지금
AIHub_LowQualityPhoneVoice_valid__00473,18.75,0.0,-18.75,False,선생님 강좌 수강 신청해주셨고,선생님 강자 수강신청 해주셨고,선생님 강좌 수강 신청해주셨고
AIHub_LowQualityPhoneVoice_valid__00480,17.77777777777778,4.444444444444445,-13.333333333333334,False,어 잠시만요 제가 추가적으로 신청 가능한지 조회해 봐 드릴게요 잠시만 기다려주세요,어 잠시만요 제가 추가적으로 신청 가능한지 조회 해바드리께 잠시만 기다리시세요,어 잠시만요 제가 추가적으로 신청 가능한지 조회해봐드릴게요 잠시만 기다려주세요
AIHub_LowQualityPhoneVoice_valid__00486,11.11111111111111,3.7037037037037033,-7.407407407407407,False,네 그 부분을 제가 확인을 해봐드려야 될 것 같고,네 그 부분에 제가 확인을 해봐 드려야 될 거 같고,네 그 부분을 제가 확인을 해봐 드려야 될 것 같고
AIHub_LowQualityPhoneVoice_valid__00515,83.33333333333334,0.0,-83.33333333333334,False,말씀해주신 교재가 아마,어 에스 엠 에스 신 교재가 아마,말씀해주신 교재가 아마
AIHub_LowQualityPhoneVoice_valid__00516,0.0,0.0,0.0,False,품절이 되었을 건데요 잠시만요,품절이 되었을 건데요 잠시만요,품절이 되었을 건데요 잠시만요
AIHub_LowQualityPhoneVoice_valid__00517,25.0,0.0,-25.0,False,예리한 한국사 파이널 말씀하시는 거죠,리리안 한국사 바이너스 말씀하시는 거죠,예리한 한국사 파이널 말씀하시는 거죠
AIHub_LowQualityPhoneVoice_valid__00532,26.785714285714285,0.0,-26.785714285714285,False,아니요 지금 없습니다 현재로서는 그리고 구매하실 때 교재 품절이라고 위에 나와있거든요 그 결제하실 때,아니요 제가 없습니다 현재로서는 그리고 공연하실 때 결제품절이라고 위에 나와 있거든요 결제할 수 있게,아니요 지금 없습니다 현재로서는 그리고 구매하실 때 교재 품절이라고 위에 나와있거든요 그 결제하실 때
AIHub_LowQualityPhoneVoice_valid__00537,36.0,0.0,-36.0,False,교재 있으면은 저희 교재 금액을 아예 적어놔요,근데 이제는 저희 규제 금액은 아예 적어놔요,교재 있으면은 저희 교재 금액을 아예 적어놔요
AIHub_LowQualityPhoneVoice_valid__00545,7.142857142857142,0.0,-7.142857142857142,False,근데 그 아무것도 안 떠있고 바이러스가 먹었더라고요,근데 그 아무것도 안 떨고 바이러스가 먹었더라고요,근데 그 아무것도 안 떠있고 바이러스가 먹었더라고요
AIHub_LowQualityPhoneVoice_valid__00546,11.76470588235294,0.0,-11.76470588235294,False,아무것도 안 떠있고 바이러스가요,아무것도 안 떠 있고 바이러스가야,아무것도 안 떠있고 바이러스가요
AIHub_LowQualityPhoneVoice_valid__00551,25.0,0.0,-25.0,False,아니요 영어예요,아니에요 영어에요,아니요 영어예요
AIHub_LowQualityPhoneVoice_valid__00555,16.666666666666664,8.333333333333332,-8.333333333333332,False,아 네 확인되셨고요 네 어떤 부분이 이제 지금 문의사항 다시 한번만 말씀해 주시겠습니까,아 네 확인되셨고요 네 어떤 부분이 이제 지금 모닝 이상 다시 한 번 말씀해주시겠습니까,아 네 확인되셨고요 네 어떤 부분이 이제 지금 문의 사항 다시 한 번 말씀해주시겠습니까
AIHub_LowQualityPhoneVoice_valid__00576,28.57142857142857,7.142857142857142,-21.428571428571427,False,크롬인지 구분이 안 가세요,그럼 인제 구분이 안 가세요,크롬인지 구분이 안 가서요
AIHub_LowQualityPhoneVoice_valid__00585,12.5,0.0,-12.5,False,엣지 사용하고 계신가요 그러면,sg 사용하고 계신가요 그러면,엣지 사용하고 계신가요 그러면
AIHub_LowQualityPhoneVoice_valid__00598,7.216494845360824,10.309278350515463,3.092783505154639,False,그러면 저희 사이트에서 오류가 있을 수도 있어서 확인해보고 전화 한번 드려야 되 되거든 될 거 같습니다 그래서 연락처 한번 남겨주시면 저희도 한번 확인해보고 연락 드리겠습니다,그러면 저희 사이트에서 오류가 있을 수도 있어서 확인해보고 전화 한 번 드려야 되거든 될 거 같습니다 그래서 연락처 한 번 넘겨주시면 저희도 한 번 확인해보고 연락드리겠습니다,그러면 저희 사이트에서 오류가 있을 수도 있어서 확인해보고 전화 한 번 드려야 될 거 같습니다 그래서 연락처 한 번 남겨주시면 저희도 한 번 확인해보고 연락드리겠습니다
AIHub_LowQualityPhoneVoice_valid__00637,97.36842105263158,13.157894736842104,-84.21052631578947,False,가능하시고요 아니면 카드 할부 기간에 따라서 수납 납부도 가능하시고요,감사합니다,가능하시구요 아니면 카드 할부 기간을 따라서 분할 납부도 가능하시구요
AIHub_LowQualityPhoneVoice_valid__00638,100.0,0.0,-100.0,False,감사합니다 상담사,안녕하세요 삼 사 일,감사합니다 상담사
AIHub_LowQualityPhoneVoice_valid__00651,14.0625,12.5,-1.5625,False,강의도 돈만 내년에 더 여 더 뭐라 그 새 새로 이제 돈을 낼 거 아니에요 그러면은 그 강의를 들을 수 있는 거에요,강의도 돈만 내년에 더 더 뭐라 그러지 새로 이제 돈을 낼 거 아니에요 그러면은 그 강의 이제 부를 수 있는 거에요,강의도 돈만 내년에 더 더 뭐라 새로 이제 돈을 낼 거 아니에요 그러면은 그 강의도 들을 수 있는 거예요
AIHub_LowQualityPhoneVoice_valid__00673,27.906976744186046,4.651162790697675,-23.25581395348837,False,어 여쭤보려고 하는 거는 어제 저희 아이가 그 이제 인강 신청을 했거든여 패스,아마 낫 때 보일려고 하는 거는 어제 저희 아이가 그 인제 인간 신청을 했거든요 팩트,어 여쭤보려고 하는 거는 어제 저희 아이가 그 인제 인강 신청을 했거든요 패스
AIHub_LowQualityPhoneVoice_valid__00676,15.306122448979592,10.204081632653061,-5.1020408163265305,False,아 어 혹시 뭐 어떤 부분으로 문의를 주시는지 제가 한번 들어보고 뭐 혹시 연결해야 돼 연결해 드려야 하는 뭐 그 부서가 있으면 연결해 드리고 아니면 제가 예 진행을 해드리구요,아 어 혹시 뭐 어떤 부분으로 문의를 지시는지 제가 함 들어보고 뭐 연결해야 돼 연결해 드려야 하는 뭐 그 부서가 있으면은 해드리고 아님 제가 진행을 해드리고요,아 어 혹시 뭐 어떤 부분으로 문의를 주시는지 제가 한번 들어보고 뭐 혹시 제가 연결해야 될 연결해 드려야 하는 뭐 그 부서가 있으면 해드리고 아니면 제가 진행을 해드리고요
AIHub_LowQualityPhoneVoice_valid__00691,37.03703703703704,0.0,-37.03703703703704,False,네 왜냐면 저희가 교재 금액이 워낙 천차만별이라서,왜냐면 저희가 교직은 우리 워낙 천천한 별이라서,네 왜냐면 저희가 교재 금액이 워낙 천차만별이라서
AIHub_LowQualityPhoneVoice_valid__00693,28.000000000000004,12.0,-16.000000000000004,False,아니오 비슷해요 그냥 다만 교재 캐시가 멕시멈,아니요 그냥 다만 교재 캐시가 맥시멀,아니요 비슷해요 그 다만 교재 캐시가 맥시멈
AIHub_LowQualityPhoneVoice_valid__00694,0.0,6.25,6.25,False,네 그쪽이었어요 삼십 삼십 육,네 그쪽이었어요 삼십 삼십 육,네 그쪽이었어요 삼십 삼십 육만
AIHub_LowQualityPhoneVoice_valid__00701,29.411764705882355,5.88235294117647,-23.529411764705884,False,아 끝나는 거예요 변경이 안돼요,나 끝나는 거예요 경경이 안 되냐,아 끝나는 거예요 변경이 안 돼요
AIHub_LowQualityPhoneVoice_valid__00706,6.153846153846154,1.5384615384615385,-4.615384615384616,False,그래서 그게 어떻게 되는지 과목마다 하면 어떻게 되는지 좀 그런 금액이나 이런 걸 신청하는 걸 좀 알고 싶어 가지구요,그래서 그게 어떻게 되는지 과목마저 하면 어떻게 되는지 좀 그런 금액이나 이런 걸 신성하는 걸 좀 알고 싶어가지고요,그래서 그게 어떻게 되는지 과목마다 하면 어떻게 되는지 좀 그런 금액이나 이런 걸 신청하는 걸 좀 알고 싶어 가지고요
AIHub_LowQualityPhoneVoice_valid__00730,0.0,0.0,0.0,False,아 알겠습니다,아 알겠습니다,아 알겠습니다
AIHub_LowQualityPhoneVoice_valid__00740,16.666666666666664,11.538461538461538,-5.128205128205126,False,예 여보세요 네 지금 확인해보니까 어제 그 까 예 어제 결제하신 지 얼마 안 돼서 저희 전액 환 그 강좌는 전액 환불이 가능하실 것 같으아요,네 여보세요 네 지금 확인해 보니까 어제 예 어제 결제하신 지 얼마 안 돼서 저희 전역 그 강좌는 전역 한불이 가능하실 거 같아요,네 여보세요 네 지금 확인해보니까 어제 예 어제 결제하신 지 얼마 안돼서 저희 전액 그 강좌는 전액 환불이 가능하실 것 같아요
AIHub_LowQualityPhoneVoice_valid__00749,0.0,0.0,0.0,False,네 우선은 저희가 그 어제 결제하시고 나서 오늘 출고가 된 시점이라서 우선은 받으시고 회원님께서 집에서 받으시고 교재를,네 우선은 저희가 그 어제 결제하시고 나서 오늘 출고가 된 시점이라서 우선은 받으시고 회원님께서 집에서 받으시고 교재를,네 우선은 저희가 그 어제 결제하시고 나서 오늘 출고가 된 시점이라서 우선은 받으시고 회원님께서 집에서 받으시고 교재를
AIHub_LowQualityPhoneVoice_valid__00760,6.666666666666667,0.0,-6.666666666666667,False,이게 반송 주소 보시고 이제,이게 반성 주소 보시고 이제,이게 반송 주소 보시고 이제
AIHub_LowQualityPhoneVoice_valid__00774,28.57142857142857,24.489795918367346,-4.081632653061224,False,어 근데 그거 계획 근데 그 그 계획 같은 건 아직 나와있지 않으셔 가지고 않아 가지구요,아 근데 그거 그 계획 같은 건 아직 나와 있지 않으셔가지 많아가지구요,아 네 그거 계획 그 계획 같은 건 아직 나와있지 않아셔 가지 않아가지고요
AIHub_LowQualityPhoneVoice_valid__00777,27.27272727272727,4.545454545454546,-22.727272727272723,False,떤 강좌 말씀하시는 건지 알 수 있을까요,떠는 강좌 말씀하시는 분 알 수 있을걸,어떤 강좌 말씀하시는 건지 알 수 있을까요
AIHub_LowQualityPhoneVoice_valid__00783,19.047619047619047,14.285714285714285,-4.761904761904763,False,지금 수능 끈이 끝나지도 않아 가지고요,지금 수능 끊으니 끝나지도 않아가지고요,지금 수능 끝나지도 않아 가지고요
AIHub_LowQualityPhoneVoice_valid__00798,18.181818181818183,9.090909090909092,-9.090909090909092,False,고렇게 진행하시겠어요,고급기 진행하시겠어요,그렇게 진행하시겠어요
AIHub_LowQualityPhoneVoice_valid__00800,18.75,0.0,-18.75,False,네 여보세요 다시 불러드릴게요,네 여기서 다시 불러드릴게요,네 여보세요 다시 불러드릴게요
AIHub_LowQualityPhoneVoice_valid__00814,27.27272727272727,27.27272727272727,0.0,False,개념이에요 개념 위주,개념이에요 개념이죠,개념이에요 개념이죠
AIHub_LowQualityPhoneVoice_valid__00826,31.57894736842105,5.263157894736842,-26.31578947368421,False,영어는 그 잠시만요 영어는 선생님이,영어는 그 영어는 선생님,영어는 그 잠시만요 영어는 선생님
AIHub_LowQualityPhoneVoice_valid__00836,3.125,0.0,-3.125,False,아 그다음에는 이거 이거를 하고 나서 좀 더 심화는 뭐예요,아 그다음에는 이거 이거를 하고 나서 좀 더 심화하는 뭐예요,아 그다음에는 이거 이거를 하고 나서 좀 더 심화는 뭐예요
AIHub_LowQualityPhoneVoice_valid__00837,11.11111111111111,14.814814814814813,3.7037037037037024,False,뭐 다 인제 선택 과목이어 가지고 다른 나머지들은,뭐 다 인제 선택 과목이여가지고 나른 나머지들은,뭐 다 인제 선택과목 이어가지고 다른 나머지들을
AIHub_LowQualityPhoneVoice_valid__00845,9.090909090909092,9.090909090909092,0.0,False,잠시만 기다려 주세요,잠시만 기다려주세요,잠시만 기다려주세요
AIHub_LowQualityPhoneVoice_valid__00849,0.0,0.0,0.0,False,아 예 알겠습니다 들어가세요,아 예 알겠습니다 들어가세요,아 예 알겠습니다 들어가세요
AIHub_LowQualityPhoneVoice_valid__00857,14.705882352941178,17.647058823529413,2.9411764705882355,False,로그인하셔 가지구여 저희 홈페이지에 로그인 해서가 로그인하셔서,로그인하셔가지구요 저희 홈페이지에 로그인하셔가 로그인하셔서,로그인하셔 가지고요 저희 홈페이지에 로그인하셔 로그인하셔서
AIHub_LowQualityPhoneVoice_valid__00871,20.0,2.2222222222222223,-17.77777777777778,False,그 문제풀이 같이 통합된 거 듣고 있는데요 이게 보니까 복습노트가 따로 있나 봐요,몬뎁풀이 같이 투어 된 거 듣고 있는데요 이게 보니까 복순루트가 따로 있나 봐요,그 문제 풀이 같이 통합된 거 듣고 있는데요 이게 보니까 복습노트가 따로 있나 봐요
AIHub_LowQualityPhoneVoice_valid__00900,62.96296296296296,7.4074074074074066,-55.55555555555556,False,손금 모의고사하고 블랙 모의고사 어 살려고 하는데,폭감 노예고사하고 블랙 노예고사 찾는 게 어 처리되어 구하는 데,소금 모의고사하고 블랙 모의고사 어 하려고 하는데
AIHub_LowQualityPhoneVoice_valid__00909,17.857142857142858,5.357142857142857,-12.5,False,네 네 블랙 모의고사는 그 파일로 손끝은 네 따로 재입고 예정이 없어서 현재 구매는 어려우신 상태예요,네 네 블랙 로이브 사는 그 파일로 손 끝은 네 따로 재입고 예정이 없어서 인제 구매는 어려워진 상태에요,네 네 블랙 모의고사는 그 파일로 손 끝은 네 따로 재입고 예정이 없어서 인제 구매는 어려우신 상태예요
AIHub_LowQualityPhoneVoice_valid__00916,7.142857142857142,0.0,-7.142857142857142,False,아 지금이 할인 기간이에요,아 지금이 할인 시간이에요,아 지금이 할인 기간이에요
AIHub_LowQualityPhoneVoice_valid__00925,36.84210526315789,26.31578947368421,-10.526315789473681,False,여쭤볼려 하는데요 저희 아이가 그 늦게 요번에 프리 패스 끊어 가지고,저 따지 마는데요 저희 아이가 또 요번에 컴퓨스 끊어가지고,네 여쭤보려고 하는데요 저희 아이가 그 요번에 프리패스를 끊어가지고
AIHub_LowQualityPhoneVoice_valid__00930,8.333333333333332,8.333333333333332,0.0,False,어 그러면 수강신청하시면 됩니다 재수강 신청,어 그러면 수강신청 하시면 됩니다 재수강신청,어 그러면 수강신청 하시면 됩니다 재수강신청
AIHub_LowQualityPhoneVoice_valid__00941,15.0,1.6666666666666667,-13.333333333333334,False,문의를 주셔서 네 한번 확인 요청해 주시면 되시고 다만 파이널 강좌 관련해선 저희가 도움을 드릴 수가 없어요,그리고 주셔서 예 한번 확인 좀 전해주시면 되시고 아만 파이널 강좌 관련해선 저희가 도움을 드릴 수가 없어요,문의를 주셔서 예 한번 확인 요청해 주시면 되시고 다만 파이널 강좌 관련해선 저희가 도움을 드릴 수가 없어요
AIHub_LowQualityPhoneVoice_valid__00950,31.818181818181817,9.090909090909092,-22.727272727272727,False,학습 지원 센터입니다 무엇을 도와드릴까요,약습 시간 챔터입니다 모아서 도와드릴까요,학습지원센터입니다 무엇을 도와드릴까요
AIHub_LowQualityPhoneVoice_valid__00965,26.08695652173913,8.695652173913043,-17.391304347826086,False,그 그렇게 되면은 환불을 받을 수 있다 예전에 한 번 환불을 받은 적 있긴 하거든여,그 그렇게 되면 환부를 받을 수 있죠 예전에 환부를 받은 적이 있긴 하거든요,그 그렇게 되면은 환불을 받을 수 있어요 예전에 한 번 환불을 받은 적이 있긴 하거든요
AIHub_LowQualityPhoneVoice_valid__00983,10.909090909090908,3.6363636363636362,-7.272727272727272,False,그 주셨던 본교재 같은 경우에는 그 선생님께서 강의를 보고 해설을 참고하게끔 만 그 구성하신 거예요,그 그 주장과 본교재 같은 경우에는 그 선생님께서 강의를 보고 해설을 참고하게끔 그 구성하신 거예요,그 주셨던 본교재 같은 경우에는 그 선생님께서 강의를 보고 해설을 참고하게끔 그 구성하신 거예요
AIHub_LowQualityPhoneVoice_valid__00987,2.4390243902439024,0.0,-2.4390243902439024,False,이 상태로 환불을 하게 되면은 강의를 안 들어서 그냥 고대로 환불이 되나요,이 상태로 환불을 하게 되면은 강의자 안 들어서 그냥 고대로 환불이 되나요,이 상태로 환불을 하게 되면은 강의를 안 들어서 그냥 고대로 환불이 되나요
AIHub_LowQualityPhoneVoice_valid__00999,25.581395348837212,9.30232558139535,-16.27906976744186,False,네 네 일단 예 알겠습니다 일단은 나중에 또 혹시 변경되면 전화를 드리겠습니다,네 네 네 일단 네 알겠습니다 일단은 나중에 또 이 변경들은 전해 주시겠습니다,네 네 네 일단 아 예 알겠습니다 일단은 나중에 또 혹시 변경되면 전화를 드리겠습니다
AIHub_LowQualityPhoneVoice_valid__01007,12.121212121212121,3.0303030303030303,-9.09090909090909,False,어떤 식인지 잘 몰라가지고 음 뭐 환불형 뭐 이런 것도 있고,몇 번식인지 잘 몰라가지고 음 뭐 환불량 뭐 이런 것도 있고,어떤 식인지 잘 몰라가지고 음 뭐 환불량 뭐 이런 것도 있고
AIHub_LowQualityPhoneVoice_valid__01024,8.333333333333332,0.0,-8.333333333333332,False,교재 가지고 공부를 해야 되는 거잖아요 그쵸,조제 가지고 공부를 해야 되는 거잖아요 그쵸,교재 가지고 공부를 해야 되는 거잖아요 그쵸
AIHub_LowQualityPhoneVoice_valid__01029,0.0,0.0,0.0,False,음 네 알겠습니다,음 네 알겠습니다,음 네 알겠습니다
AIHub_LowQualityPhoneVoice_valid__01041,0.0,0.0,0.0,False,기다려서 감사합니다,기다려서 감사합니다,기다려서 감사합니다
